selection_key,method_name,policy,target_k,metric,point,ci_low,ci_high,bootstrap_iters
always_answer_top5,always_answer_top5,always_answer,5,coverage,1.0,1.0,1.0,1000
always_answer_top5,always_answer_top5,always_answer,5,selective_accuracy,0.677158273381295,0.6510791366906474,0.704136690647482,1000
always_answer_top5,always_answer_top5,always_answer,5,insufficient_answer_rate,1.0,1.0,1.0,1000
always_answer_top5,always_answer_top5,always_answer,5,sufficient_abstain_rate,0.0,0.0,0.0,1000
always_answer_top5,always_answer_top5,always_answer,5,retrieval_rate,0.0,0.0,0.0,1000
always_answer_top10,always_answer_top10,always_answer,10,coverage,1.0,1.0,1.0,1000
always_answer_top10,always_answer_top10,always_answer,10,selective_accuracy,0.7428057553956835,0.7185251798561151,0.7680080935251798,1000
always_answer_top10,always_answer_top10,always_answer,10,insufficient_answer_rate,1.0,1.0,1.0,1000
always_answer_top10,always_answer_top10,always_answer,10,sufficient_abstain_rate,0.0,0.0,0.0,1000
always_answer_top10,always_answer_top10,always_answer,10,retrieval_rate,1.0,1.0,1.0,1000
always_answer_top20,always_answer_top20,always_answer,20,coverage,1.0,1.0,1.0,1000
always_answer_top20,always_answer_top20,always_answer,20,selective_accuracy,0.7715827338129496,0.7472796762589928,0.7967625899280576,1000
always_answer_top20,always_answer_top20,always_answer,20,insufficient_answer_rate,1.0,1.0,1.0,1000
always_answer_top20,always_answer_top20,always_answer,20,sufficient_abstain_rate,0.0,0.0,0.0,1000
always_answer_top20,always_answer_top20,always_answer,20,retrieval_rate,1.0,1.0,1.0,1000
top5/logistic_regression/v3_all/platt::balanced,top5/logistic_regression/v3_all/platt,balanced,5,coverage,0.7077338129496403,0.6807553956834532,0.7320143884892086,1000
top5/logistic_regression/v3_all/platt::balanced,top5/logistic_regression/v3_all/platt,balanced,5,selective_accuracy,0.8310038119440915,0.8044527550581145,0.8569570871261378,1000
top5/logistic_regression/v3_all/platt::balanced,top5/logistic_regression/v3_all/platt,balanced,5,insufficient_answer_rate,0.37047353760445684,0.3220821753797214,0.4206166187192718,1000
top5/logistic_regression/v3_all/platt::balanced,top5/logistic_regression/v3_all/platt,balanced,5,sufficient_abstain_rate,0.13147410358565736,0.10663150699595844,0.15564663671928547,1000
top5/logistic_regression/v3_all/platt::balanced,top5/logistic_regression/v3_all/platt,balanced,5,retrieval_rate,0.0,0.0,0.0,1000
top20/logistic_regression/v3_all/platt::retrieve_more_balanced,top20/logistic_regression/v3_all/platt,retrieve_more_balanced,20,coverage,0.7850719424460432,0.7598920863309353,0.8075764388489208,1000
top20/logistic_regression/v3_all/platt::retrieve_more_balanced,top20/logistic_regression/v3_all/platt,retrieve_more_balanced,20,selective_accuracy,0.8934707903780069,0.8738498841469142,0.9138723271421882,1000
top20/logistic_regression/v3_all/platt::retrieve_more_balanced,top20/logistic_regression/v3_all/platt,retrieve_more_balanced,20,insufficient_answer_rate,0.3661417322834646,0.3053264111193193,0.4272763929618768,1000
top20/logistic_regression/v3_all/platt::retrieve_more_balanced,top20/logistic_regression/v3_all/platt,retrieve_more_balanced,20,sufficient_abstain_rate,0.09090909090909091,0.0739018516362573,0.11046511627906977,1000
top20/logistic_regression/v3_all/platt::retrieve_more_balanced,top20/logistic_regression/v3_all/platt,retrieve_more_balanced,20,retrieval_rate,1.0,1.0,1.0,1000
top20/logistic_regression/v3_all/isotonic::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/v3_all/isotonic,retrieve_more_risk_control@suff_abstain15,20,coverage,0.6834532374100719,0.6537769784172662,0.7095548561151079,1000
top20/logistic_regression/v3_all/isotonic::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/v3_all/isotonic,retrieve_more_risk_control@suff_abstain15,20,selective_accuracy,0.9276315789473685,0.9092027840043986,0.9457381845461366,1000
top20/logistic_regression/v3_all/isotonic::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/v3_all/isotonic,retrieve_more_risk_control@suff_abstain15,20,insufficient_answer_rate,0.21653543307086615,0.16666666666666666,0.2616243771120912,1000
top20/logistic_regression/v3_all/isotonic::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/v3_all/isotonic,retrieve_more_risk_control@suff_abstain15,20,sufficient_abstain_rate,0.17832167832167833,0.15222292035566726,0.20329469580160708,1000
top20/logistic_regression/v3_all/isotonic::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/v3_all/isotonic,retrieve_more_risk_control@suff_abstain15,20,retrieval_rate,0.9847122302158273,0.9775179856115108,0.9910071942446043,1000
top20/logistic_regression/v3_no_query/identity::retrieve_more@cov85,top20/logistic_regression/v3_no_query/identity,retrieve_more@cov85,20,coverage,0.8579136690647482,0.8372302158273381,0.8785971223021583,1000
top20/logistic_regression/v3_no_query/identity::retrieve_more@cov85,top20/logistic_regression/v3_no_query/identity,retrieve_more@cov85,20,selective_accuracy,0.8626834381551363,0.8408624229979466,0.8832825133559249,1000
top20/logistic_regression/v3_no_query/identity::retrieve_more@cov85,top20/logistic_regression/v3_no_query/identity,retrieve_more@cov85,20,insufficient_answer_rate,0.515748031496063,0.4560637393994774,0.575015756302521,1000
top20/logistic_regression/v3_no_query/identity::retrieve_more@cov85,top20/logistic_regression/v3_no_query/identity,retrieve_more@cov85,20,sufficient_abstain_rate,0.04079254079254079,0.02671196283391405,0.05569662552734607,1000
top20/logistic_regression/v3_no_query/identity::retrieve_more@cov85,top20/logistic_regression/v3_no_query/identity,retrieve_more@cov85,20,retrieval_rate,1.0,1.0,1.0,1000
