reranker_label,reranker_variant_id,selection_key,method_name,policy,target_k,metric,point,ci_low,ci_high,bootstrap_iters
rf_all,random_forest_balanced/all/blend1.00,always_answer_top5,always_answer_top5,always_answer,5,coverage,1.0,1.0,1.0,1000
rf_all,random_forest_balanced/all/blend1.00,always_answer_top5,always_answer_top5,always_answer,5,selective_accuracy,0.677158273381295,0.6510791366906474,0.704136690647482,1000
rf_all,random_forest_balanced/all/blend1.00,always_answer_top5,always_answer_top5,always_answer,5,insufficient_answer_rate,1.0,1.0,1.0,1000
rf_all,random_forest_balanced/all/blend1.00,always_answer_top5,always_answer_top5,always_answer,5,sufficient_abstain_rate,0.0,0.0,0.0,1000
rf_all,random_forest_balanced/all/blend1.00,always_answer_top5,always_answer_top5,always_answer,5,retrieval_rate,0.0,0.0,0.0,1000
rf_all,random_forest_balanced/all/blend1.00,always_answer_top10,always_answer_top10,always_answer,10,coverage,1.0,1.0,1.0,1000
rf_all,random_forest_balanced/all/blend1.00,always_answer_top10,always_answer_top10,always_answer,10,selective_accuracy,0.7428057553956835,0.7185251798561151,0.7680080935251798,1000
rf_all,random_forest_balanced/all/blend1.00,always_answer_top10,always_answer_top10,always_answer,10,insufficient_answer_rate,1.0,1.0,1.0,1000
rf_all,random_forest_balanced/all/blend1.00,always_answer_top10,always_answer_top10,always_answer,10,sufficient_abstain_rate,0.0,0.0,0.0,1000
rf_all,random_forest_balanced/all/blend1.00,always_answer_top10,always_answer_top10,always_answer,10,retrieval_rate,1.0,1.0,1.0,1000
rf_all,random_forest_balanced/all/blend1.00,always_answer_top20,always_answer_top20,always_answer,20,coverage,1.0,1.0,1.0,1000
rf_all,random_forest_balanced/all/blend1.00,always_answer_top20,always_answer_top20,always_answer,20,selective_accuracy,0.7715827338129496,0.7472796762589928,0.7967625899280576,1000
rf_all,random_forest_balanced/all/blend1.00,always_answer_top20,always_answer_top20,always_answer,20,insufficient_answer_rate,1.0,1.0,1.0,1000
rf_all,random_forest_balanced/all/blend1.00,always_answer_top20,always_answer_top20,always_answer,20,sufficient_abstain_rate,0.0,0.0,0.0,1000
rf_all,random_forest_balanced/all/blend1.00,always_answer_top20,always_answer_top20,always_answer,20,retrieval_rate,1.0,1.0,1.0,1000
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,top5/logistic_regression/v3_all/platt,balanced,5,coverage,0.7077338129496403,0.6807553956834532,0.7320143884892086,1000
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,top5/logistic_regression/v3_all/platt,balanced,5,selective_accuracy,0.8310038119440915,0.8044527550581145,0.8569570871261378,1000
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,top5/logistic_regression/v3_all/platt,balanced,5,insufficient_answer_rate,0.37047353760445684,0.3220821753797214,0.4206166187192718,1000
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,top5/logistic_regression/v3_all/platt,balanced,5,sufficient_abstain_rate,0.13147410358565736,0.10663150699595844,0.15564663671928547,1000
rf_all,random_forest_balanced/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,top5/logistic_regression/v3_all/platt,balanced,5,retrieval_rate,0.0,0.0,0.0,1000
rf_all,random_forest_balanced/all/blend1.00,top20/logistic_regression/v3_all/platt::retrieve_more_balanced,top20/logistic_regression/v3_all/platt,retrieve_more_balanced,20,coverage,0.7850719424460432,0.7598920863309353,0.8075764388489208,1000
rf_all,random_forest_balanced/all/blend1.00,top20/logistic_regression/v3_all/platt::retrieve_more_balanced,top20/logistic_regression/v3_all/platt,retrieve_more_balanced,20,selective_accuracy,0.8934707903780069,0.8738498841469142,0.9138723271421882,1000
rf_all,random_forest_balanced/all/blend1.00,top20/logistic_regression/v3_all/platt::retrieve_more_balanced,top20/logistic_regression/v3_all/platt,retrieve_more_balanced,20,insufficient_answer_rate,0.3661417322834646,0.3053264111193193,0.4272763929618768,1000
rf_all,random_forest_balanced/all/blend1.00,top20/logistic_regression/v3_all/platt::retrieve_more_balanced,top20/logistic_regression/v3_all/platt,retrieve_more_balanced,20,sufficient_abstain_rate,0.09090909090909091,0.0739018516362573,0.11046511627906977,1000
rf_all,random_forest_balanced/all/blend1.00,top20/logistic_regression/v3_all/platt::retrieve_more_balanced,top20/logistic_regression/v3_all/platt,retrieve_more_balanced,20,retrieval_rate,1.0,1.0,1.0,1000
rf_all,random_forest_balanced/all/blend1.00,top20/logistic_regression/v3_all/isotonic::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/v3_all/isotonic,retrieve_more_risk_control@suff_abstain15,20,coverage,0.6834532374100719,0.6537769784172662,0.7095548561151079,1000
rf_all,random_forest_balanced/all/blend1.00,top20/logistic_regression/v3_all/isotonic::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/v3_all/isotonic,retrieve_more_risk_control@suff_abstain15,20,selective_accuracy,0.9276315789473685,0.9092027840043986,0.9457381845461366,1000
rf_all,random_forest_balanced/all/blend1.00,top20/logistic_regression/v3_all/isotonic::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/v3_all/isotonic,retrieve_more_risk_control@suff_abstain15,20,insufficient_answer_rate,0.21653543307086615,0.16666666666666666,0.2616243771120912,1000
rf_all,random_forest_balanced/all/blend1.00,top20/logistic_regression/v3_all/isotonic::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/v3_all/isotonic,retrieve_more_risk_control@suff_abstain15,20,sufficient_abstain_rate,0.17832167832167833,0.15222292035566726,0.20329469580160708,1000
rf_all,random_forest_balanced/all/blend1.00,top20/logistic_regression/v3_all/isotonic::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/v3_all/isotonic,retrieve_more_risk_control@suff_abstain15,20,retrieval_rate,0.9847122302158273,0.9775179856115108,0.9910071942446043,1000
rf_all,random_forest_balanced/all/blend1.00,top20/logistic_regression/v3_no_query/identity::retrieve_more@cov85,top20/logistic_regression/v3_no_query/identity,retrieve_more@cov85,20,coverage,0.8579136690647482,0.8372302158273381,0.8785971223021583,1000
rf_all,random_forest_balanced/all/blend1.00,top20/logistic_regression/v3_no_query/identity::retrieve_more@cov85,top20/logistic_regression/v3_no_query/identity,retrieve_more@cov85,20,selective_accuracy,0.8626834381551363,0.8408624229979466,0.8832825133559249,1000
rf_all,random_forest_balanced/all/blend1.00,top20/logistic_regression/v3_no_query/identity::retrieve_more@cov85,top20/logistic_regression/v3_no_query/identity,retrieve_more@cov85,20,insufficient_answer_rate,0.515748031496063,0.4560637393994774,0.575015756302521,1000
rf_all,random_forest_balanced/all/blend1.00,top20/logistic_regression/v3_no_query/identity::retrieve_more@cov85,top20/logistic_regression/v3_no_query/identity,retrieve_more@cov85,20,sufficient_abstain_rate,0.04079254079254079,0.02671196283391405,0.05569662552734607,1000
rf_all,random_forest_balanced/all/blend1.00,top20/logistic_regression/v3_no_query/identity::retrieve_more@cov85,top20/logistic_regression/v3_no_query/identity,retrieve_more@cov85,20,retrieval_rate,1.0,1.0,1.0,1000
gb_all,gradient_boosting/all/blend1.00,always_answer_top5,always_answer_top5,always_answer,5,coverage,1.0,1.0,1.0,1000
gb_all,gradient_boosting/all/blend1.00,always_answer_top5,always_answer_top5,always_answer,5,selective_accuracy,0.64568345323741,0.6142086330935251,0.6744604316546763,1000
gb_all,gradient_boosting/all/blend1.00,always_answer_top5,always_answer_top5,always_answer,5,insufficient_answer_rate,1.0,1.0,1.0,1000
gb_all,gradient_boosting/all/blend1.00,always_answer_top5,always_answer_top5,always_answer,5,sufficient_abstain_rate,0.0,0.0,0.0,1000
gb_all,gradient_boosting/all/blend1.00,always_answer_top5,always_answer_top5,always_answer,5,retrieval_rate,0.0,0.0,0.0,1000
gb_all,gradient_boosting/all/blend1.00,always_answer_top10,always_answer_top10,always_answer,10,coverage,1.0,1.0,1.0,1000
gb_all,gradient_boosting/all/blend1.00,always_answer_top10,always_answer_top10,always_answer,10,selective_accuracy,0.7392086330935251,0.7131294964028777,0.7652877697841727,1000
gb_all,gradient_boosting/all/blend1.00,always_answer_top10,always_answer_top10,always_answer,10,insufficient_answer_rate,1.0,1.0,1.0,1000
gb_all,gradient_boosting/all/blend1.00,always_answer_top10,always_answer_top10,always_answer,10,sufficient_abstain_rate,0.0,0.0,0.0,1000
gb_all,gradient_boosting/all/blend1.00,always_answer_top10,always_answer_top10,always_answer,10,retrieval_rate,1.0,1.0,1.0,1000
gb_all,gradient_boosting/all/blend1.00,always_answer_top20,always_answer_top20,always_answer,20,coverage,1.0,1.0,1.0,1000
gb_all,gradient_boosting/all/blend1.00,always_answer_top20,always_answer_top20,always_answer,20,selective_accuracy,0.7715827338129496,0.7472796762589928,0.7967625899280576,1000
gb_all,gradient_boosting/all/blend1.00,always_answer_top20,always_answer_top20,always_answer,20,insufficient_answer_rate,1.0,1.0,1.0,1000
gb_all,gradient_boosting/all/blend1.00,always_answer_top20,always_answer_top20,always_answer,20,sufficient_abstain_rate,0.0,0.0,0.0,1000
gb_all,gradient_boosting/all/blend1.00,always_answer_top20,always_answer_top20,always_answer,20,retrieval_rate,1.0,1.0,1.0,1000
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,top5/logistic_regression/v3_all/platt,balanced,5,coverage,0.7733812949640287,0.7491007194244604,0.7967625899280576,1000
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,top5/logistic_regression/v3_all/platt,balanced,5,selective_accuracy,0.7755813953488372,0.7491444145586594,0.803634345407829,1000
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,top5/logistic_regression/v3_all/platt,balanced,5,insufficient_answer_rate,0.48984771573604063,0.4414163841078503,0.536650705812181,1000
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,top5/logistic_regression/v3_all/platt,balanced,5,sufficient_abstain_rate,0.07103064066852367,0.05321977929102675,0.0898876404494382,1000
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,top5/logistic_regression/v3_all/platt,balanced,5,retrieval_rate,0.0,0.0,0.0,1000
gb_all,gradient_boosting/all/blend1.00,top20/logistic_regression/v3_all/platt::retrieve_more_balanced,top20/logistic_regression/v3_all/platt,retrieve_more_balanced,20,coverage,0.8255395683453237,0.8039568345323741,0.8480440647482014,1000
gb_all,gradient_boosting/all/blend1.00,top20/logistic_regression/v3_all/platt::retrieve_more_balanced,top20/logistic_regression/v3_all/platt,retrieve_more_balanced,20,selective_accuracy,0.8812636165577342,0.8603864203482108,0.9018823981971722,1000
gb_all,gradient_boosting/all/blend1.00,top20/logistic_regression/v3_all/platt::retrieve_more_balanced,top20/logistic_regression/v3_all/platt,retrieve_more_balanced,20,insufficient_answer_rate,0.42412451361867703,0.36143453481977705,0.4834067372931794,1000
gb_all,gradient_boosting/all/blend1.00,top20/logistic_regression/v3_all/platt::retrieve_more_balanced,top20/logistic_regression/v3_all/platt,retrieve_more_balanced,20,sufficient_abstain_rate,0.05380116959064327,0.039375963096552294,0.0699564829588264,1000
gb_all,gradient_boosting/all/blend1.00,top20/logistic_regression/v3_all/platt::retrieve_more_balanced,top20/logistic_regression/v3_all/platt,retrieve_more_balanced,20,retrieval_rate,0.9244604316546763,0.9091726618705036,0.9397706834532374,1000
gb_all,gradient_boosting/all/blend1.00,top10/logistic_regression/v3_all/isotonic::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/v3_all/isotonic,retrieve_more_risk_control@suff_abstain15,10,coverage,0.689748201438849,0.6636690647482014,0.716726618705036,1000
gb_all,gradient_boosting/all/blend1.00,top10/logistic_regression/v3_all/isotonic::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/v3_all/isotonic,retrieve_more_risk_control@suff_abstain15,10,selective_accuracy,0.9035202086049544,0.8818164290722131,0.9228814385884752,1000
gb_all,gradient_boosting/all/blend1.00,top10/logistic_regression/v3_all/isotonic::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/v3_all/isotonic,retrieve_more_risk_control@suff_abstain15,10,insufficient_answer_rate,0.2534246575342466,0.20326544983381217,0.30575755890133255,1000
gb_all,gradient_boosting/all/blend1.00,top10/logistic_regression/v3_all/isotonic::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/v3_all/isotonic,retrieve_more_risk_control@suff_abstain15,10,sufficient_abstain_rate,0.1548780487804878,0.13042692509167103,0.18004174890734692,1000
gb_all,gradient_boosting/all/blend1.00,top10/logistic_regression/v3_all/isotonic::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/v3_all/isotonic,retrieve_more_risk_control@suff_abstain15,10,retrieval_rate,0.9316546762589928,0.9163669064748201,0.9460431654676259,1000
gb_all,gradient_boosting/all/blend1.00,top20/logistic_regression/v3_no_query/platt::retrieve_more@cov85,top20/logistic_regression/v3_no_query/platt,retrieve_more@cov85,20,coverage,0.8812949640287769,0.8633093525179856,0.8992805755395683,1000
gb_all,gradient_boosting/all/blend1.00,top20/logistic_regression/v3_no_query/platt::retrieve_more@cov85,top20/logistic_regression/v3_no_query/platt,retrieve_more@cov85,20,selective_accuracy,0.8520408163265306,0.8299098778855805,0.8730654115872497,1000
gb_all,gradient_boosting/all/blend1.00,top20/logistic_regression/v3_no_query/platt::retrieve_more@cov85,top20/logistic_regression/v3_no_query/platt,retrieve_more@cov85,20,insufficient_answer_rate,0.5642023346303502,0.5043407564510427,0.6234434788828094,1000
gb_all,gradient_boosting/all/blend1.00,top20/logistic_regression/v3_no_query/platt::retrieve_more@cov85,top20/logistic_regression/v3_no_query/platt,retrieve_more@cov85,20,sufficient_abstain_rate,0.023391812865497075,0.014100231022602194,0.034482758620689655,1000
gb_all,gradient_boosting/all/blend1.00,top20/logistic_regression/v3_no_query/platt::retrieve_more@cov85,top20/logistic_regression/v3_no_query/platt,retrieve_more@cov85,20,retrieval_rate,0.9433453237410072,0.9298561151079137,0.9568345323741008,1000
lr_all,logistic_regression_balanced/all/blend1.00,always_answer_top5,always_answer_top5,always_answer,5,coverage,1.0,1.0,1.0,1000
lr_all,logistic_regression_balanced/all/blend1.00,always_answer_top5,always_answer_top5,always_answer,5,selective_accuracy,0.6411870503597122,0.6123875899280575,0.670863309352518,1000
lr_all,logistic_regression_balanced/all/blend1.00,always_answer_top5,always_answer_top5,always_answer,5,insufficient_answer_rate,1.0,1.0,1.0,1000
lr_all,logistic_regression_balanced/all/blend1.00,always_answer_top5,always_answer_top5,always_answer,5,sufficient_abstain_rate,0.0,0.0,0.0,1000
lr_all,logistic_regression_balanced/all/blend1.00,always_answer_top5,always_answer_top5,always_answer,5,retrieval_rate,0.0,0.0,0.0,1000
lr_all,logistic_regression_balanced/all/blend1.00,always_answer_top10,always_answer_top10,always_answer,10,coverage,1.0,1.0,1.0,1000
lr_all,logistic_regression_balanced/all/blend1.00,always_answer_top10,always_answer_top10,always_answer,10,selective_accuracy,0.7392086330935251,0.7140287769784173,0.7653102517985612,1000
lr_all,logistic_regression_balanced/all/blend1.00,always_answer_top10,always_answer_top10,always_answer,10,insufficient_answer_rate,1.0,1.0,1.0,1000
lr_all,logistic_regression_balanced/all/blend1.00,always_answer_top10,always_answer_top10,always_answer,10,sufficient_abstain_rate,0.0,0.0,0.0,1000
lr_all,logistic_regression_balanced/all/blend1.00,always_answer_top10,always_answer_top10,always_answer,10,retrieval_rate,1.0,1.0,1.0,1000
lr_all,logistic_regression_balanced/all/blend1.00,always_answer_top20,always_answer_top20,always_answer,20,coverage,1.0,1.0,1.0,1000
lr_all,logistic_regression_balanced/all/blend1.00,always_answer_top20,always_answer_top20,always_answer,20,selective_accuracy,0.7715827338129496,0.7472796762589928,0.7967625899280576,1000
lr_all,logistic_regression_balanced/all/blend1.00,always_answer_top20,always_answer_top20,always_answer,20,insufficient_answer_rate,1.0,1.0,1.0,1000
lr_all,logistic_regression_balanced/all/blend1.00,always_answer_top20,always_answer_top20,always_answer,20,sufficient_abstain_rate,0.0,0.0,0.0,1000
lr_all,logistic_regression_balanced/all/blend1.00,always_answer_top20,always_answer_top20,always_answer,20,retrieval_rate,1.0,1.0,1.0,1000
lr_all,logistic_regression_balanced/all/blend1.00,top5/logistic_regression/v3_all/identity::balanced,top5/logistic_regression/v3_all/identity,balanced,5,coverage,0.7311151079136691,0.7050359712230215,0.7562949640287769,1000
lr_all,logistic_regression_balanced/all/blend1.00,top5/logistic_regression/v3_all/identity::balanced,top5/logistic_regression/v3_all/identity,balanced,5,selective_accuracy,0.7884378843788438,0.7599826302729529,0.8168542385187875,1000
lr_all,logistic_regression_balanced/all/blend1.00,top5/logistic_regression/v3_all/identity::balanced,top5/logistic_regression/v3_all/identity,balanced,5,insufficient_answer_rate,0.43107769423558895,0.3830305863023788,0.47583003188713885,1000
lr_all,logistic_regression_balanced/all/blend1.00,top5/logistic_regression/v3_all/identity::balanced,top5/logistic_regression/v3_all/identity,balanced,5,sufficient_abstain_rate,0.10098176718092566,0.07999579831932774,0.12278595115855907,1000
