selected,variant_id,estimator,feature_set,blend_alpha,train_top5_sufficient_rate,valid_top5_sufficient_rate,test_top5_sufficient_rate,valid_top10_sufficient_rate,test_top10_sufficient_rate,valid_top20_sufficient_rate,test_top20_sufficient_rate
0,logistic_regression_balanced/rank_score/blend0.00,logistic_regression_balanced,rank_score,0.0,0.47520740883658114,0.44504504504504505,0.4694244604316547,0.6270270270270271,0.6636690647482014,0.7441441441441441,0.7715827338129496
0,logistic_regression_balanced/rank_score/blend0.25,logistic_regression_balanced,rank_score,0.25,0.5292301755739919,0.4981981981981982,0.5224820143884892,0.6774774774774774,0.6942446043165468,0.7441441441441441,0.7715827338129496
0,logistic_regression_balanced/rank_score/blend0.50,logistic_regression_balanced,rank_score,0.5,0.5624155894269728,0.527927927927928,0.5512589928057554,0.6783783783783783,0.7077338129496403,0.7441441441441441,0.7715827338129496
0,logistic_regression_balanced/rank_score/blend0.75,logistic_regression_balanced,rank_score,0.75,0.5755354042060583,0.5468468468468468,0.5584532374100719,0.6837837837837838,0.7122302158273381,0.7441441441441441,0.7715827338129496
0,logistic_regression_balanced/rank_score/blend1.00,logistic_regression_balanced,rank_score,1.0,0.5768859733744935,0.5567567567567567,0.5683453237410072,0.6828828828828829,0.7140287769784173,0.7441441441441441,0.7715827338129496
0,random_forest_balanced/rank_score/blend0.00,random_forest_balanced,rank_score,0.0,0.47520740883658114,0.44504504504504505,0.4694244604316547,0.6270270270270271,0.6636690647482014,0.7441441441441441,0.7715827338129496
0,random_forest_balanced/rank_score/blend0.25,random_forest_balanced,rank_score,0.25,0.7410765965656956,0.4846846846846847,0.49550359712230213,0.6495495495495496,0.6762589928057554,0.7441441441441441,0.7715827338129496
0,random_forest_balanced/rank_score/blend0.50,random_forest_balanced,rank_score,0.5,0.7642292108817287,0.5081081081081081,0.5215827338129496,0.6594594594594595,0.6861510791366906,0.7441441441441441,0.7715827338129496
0,random_forest_balanced/rank_score/blend0.75,random_forest_balanced,rank_score,0.75,0.7644221493343624,0.5180180180180181,0.5269784172661871,0.6684684684684684,0.697841726618705,0.7441441441441441,0.7715827338129496
0,random_forest_balanced/rank_score/blend1.00,random_forest_balanced,rank_score,1.0,0.7644221493343624,0.5144144144144144,0.5134892086330936,0.6630630630630631,0.6834532374100719,0.7441441441441441,0.7715827338129496
0,gradient_boosting/rank_score/blend0.00,gradient_boosting,rank_score,0.0,0.47520740883658114,0.44504504504504505,0.4694244604316547,0.6270270270270271,0.6636690647482014,0.7441441441441441,0.7715827338129496
0,gradient_boosting/rank_score/blend0.25,gradient_boosting,rank_score,0.25,0.4869766544472313,0.45675675675675675,0.4739208633093525,0.6360360360360361,0.6690647482014388,0.7441441441441441,0.7715827338129496
0,gradient_boosting/rank_score/blend0.50,gradient_boosting,rank_score,0.5,0.5151456685317384,0.48018018018018016,0.5071942446043165,0.6558558558558558,0.6780575539568345,0.7441441441441441,0.7715827338129496
0,gradient_boosting/rank_score/blend0.75,gradient_boosting,rank_score,0.75,0.5402276673741077,0.509009009009009,0.5269784172661871,0.6720720720720721,0.7005395683453237,0.7441441441441441,0.7715827338129496
0,gradient_boosting/rank_score/blend1.00,gradient_boosting,rank_score,1.0,0.5693613737217827,0.5468468468468468,0.5620503597122302,0.6801801801801802,0.7131294964028777,0.7441441441441441,0.7715827338129496
0,logistic_regression_balanced/query_doc/blend0.00,logistic_regression_balanced,query_doc,0.0,0.47520740883658114,0.44504504504504505,0.4694244604316547,0.6270270270270271,0.6636690647482014,0.7441441441441441,0.7715827338129496
0,logistic_regression_balanced/query_doc/blend0.25,logistic_regression_balanced,query_doc,0.25,0.560293266448003,0.527027027027027,0.5530575539568345,0.6927927927927928,0.7140287769784173,0.7441441441441441,0.7715827338129496
0,logistic_regression_balanced/query_doc/blend0.50,logistic_regression_balanced,query_doc,0.5,0.6011962184063284,0.5720720720720721,0.585431654676259,0.7027027027027027,0.7284172661870504,0.7441441441441441,0.7715827338129496
0,logistic_regression_balanced/query_doc/blend0.75,logistic_regression_balanced,query_doc,0.75,0.6160524792591163,0.5927927927927928,0.6034172661870504,0.7099099099099099,0.7302158273381295,0.7441441441441441,0.7715827338129496
0,logistic_regression_balanced/query_doc/blend1.00,logistic_regression_balanced,query_doc,1.0,0.6247347096276288,0.6018018018018018,0.6151079136690647,0.7072072072072072,0.7311151079136691,0.7441441441441441,0.7715827338129496
0,random_forest_balanced/query_doc/blend0.00,random_forest_balanced,query_doc,0.0,0.47520740883658114,0.44504504504504505,0.4694244604316547,0.6270270270270271,0.6636690647482014,0.7441441441441441,0.7715827338129496
0,random_forest_balanced/query_doc/blend0.25,random_forest_balanced,query_doc,0.25,0.7399189658498939,0.5567567567567567,0.5890287769784173,0.690990990990991,0.7149280575539568,0.7441441441441441,0.7715827338129496
0,random_forest_balanced/query_doc/blend0.50,random_forest_balanced,query_doc,0.5,0.7640362724290951,0.5954954954954955,0.6232014388489209,0.7036036036036036,0.7257194244604317,0.7441441441441441,0.7715827338129496
0,random_forest_balanced/query_doc/blend0.75,random_forest_balanced,query_doc,0.75,0.7642292108817287,0.6126126126126126,0.6474820143884892,0.7063063063063063,0.7257194244604317,0.7441441441441441,0.7715827338129496
0,random_forest_balanced/query_doc/blend1.00,random_forest_balanced,query_doc,1.0,0.7644221493343624,0.6207207207207207,0.6501798561151079,0.7072072072072072,0.7311151079136691,0.7441441441441441,0.7715827338129496
0,gradient_boosting/query_doc/blend0.00,gradient_boosting,query_doc,0.0,0.47520740883658114,0.44504504504504505,0.4694244604316547,0.6270270270270271,0.6636690647482014,0.7441441441441441,0.7715827338129496
0,gradient_boosting/query_doc/blend0.25,gradient_boosting,query_doc,0.25,0.5313524985529616,0.4990990990990991,0.5287769784172662,0.6747747747747748,0.7005395683453237,0.7441441441441441,0.7715827338129496
0,gradient_boosting/query_doc/blend0.50,gradient_boosting,query_doc,0.5,0.5919351726799151,0.5468468468468468,0.5809352517985612,0.6882882882882883,0.7185251798561151,0.7441441441441441,0.7715827338129496
0,gradient_boosting/query_doc/blend0.75,gradient_boosting,query_doc,0.75,0.617210109974918,0.5846846846846847,0.6070143884892086,0.7027027027027027,0.7248201438848921,0.7441441441441441,0.7715827338129496
0,gradient_boosting/query_doc/blend1.00,gradient_boosting,query_doc,1.0,0.6432568010804554,0.6144144144144145,0.6357913669064749,0.7063063063063063,0.72931654676259,0.7441441441441441,0.7715827338129496
0,logistic_regression_balanced/bridge_context/blend0.00,logistic_regression_balanced,bridge_context,0.0,0.47520740883658114,0.44504504504504505,0.4694244604316547,0.6270270270270271,0.6636690647482014,0.7441441441441441,0.7715827338129496
0,logistic_regression_balanced/bridge_context/blend0.25,logistic_regression_balanced,bridge_context,0.25,0.5448581902373143,0.5252252252252252,0.5323741007194245,0.6720720720720721,0.7014388489208633,0.7441441441441441,0.7715827338129496
0,logistic_regression_balanced/bridge_context/blend0.50,logistic_regression_balanced,bridge_context,0.5,0.5770789118271271,0.5684684684684684,0.5683453237410072,0.6837837837837838,0.7068345323741008,0.7441441441441441,0.7715827338129496
0,logistic_regression_balanced/bridge_context/blend0.75,logistic_regression_balanced,bridge_context,0.75,0.5915492957746479,0.5783783783783784,0.585431654676259,0.6855855855855856,0.7068345323741008,0.7441441441441441,0.7715827338129496
0,logistic_regression_balanced/bridge_context/blend1.00,logistic_regression_balanced,bridge_context,1.0,0.6010032799536947,0.5855855855855856,0.5944244604316546,0.6864864864864865,0.7095323741007195,0.7441441441441441,0.7715827338129496
0,random_forest_balanced/bridge_context/blend0.00,random_forest_balanced,bridge_context,0.0,0.47520740883658114,0.44504504504504505,0.4694244604316547,0.6270270270270271,0.6636690647482014,0.7441441441441441,0.7715827338129496
0,random_forest_balanced/bridge_context/blend0.25,random_forest_balanced,bridge_context,0.25,0.7210109974918001,0.5225225225225225,0.5503597122302158,0.6783783783783783,0.704136690647482,0.7441441441441441,0.7715827338129496
0,random_forest_balanced/bridge_context/blend0.50,random_forest_balanced,bridge_context,0.5,0.7597916264711557,0.5657657657657658,0.5872302158273381,0.6954954954954955,0.7149280575539568,0.7441441441441441,0.7715827338129496
0,random_forest_balanced/bridge_context/blend0.75,random_forest_balanced,bridge_context,0.75,0.7624927648080262,0.5837837837837838,0.6052158273381295,0.7117117117117117,0.72931654676259,0.7441441441441441,0.7715827338129496
0,random_forest_balanced/bridge_context/blend1.00,random_forest_balanced,bridge_context,1.0,0.7628786417132934,0.5864864864864865,0.612410071942446,0.7045045045045045,0.7338129496402878,0.7441441441441441,0.7715827338129496
0,gradient_boosting/bridge_context/blend0.00,gradient_boosting,bridge_context,0.0,0.47520740883658114,0.44504504504504505,0.4694244604316547,0.6270270270270271,0.6636690647482014,0.7441441441441441,0.7715827338129496
0,gradient_boosting/bridge_context/blend0.25,gradient_boosting,bridge_context,0.25,0.5000964692263168,0.4666666666666667,0.4973021582733813,0.6477477477477478,0.6726618705035972,0.7441441441441441,0.7715827338129496
0,gradient_boosting/bridge_context/blend0.50,gradient_boosting,bridge_context,0.5,0.5392629751109396,0.5081081081081081,0.5305755395683454,0.6702702702702703,0.7032374100719424,0.7441441441441441,0.7715827338129496
0,gradient_boosting/bridge_context/blend0.75,gradient_boosting,bridge_context,0.75,0.57669303492186,0.5495495495495496,0.5665467625899281,0.6846846846846847,0.7140287769784173,0.7441441441441441,0.7715827338129496
0,gradient_boosting/bridge_context/blend1.00,gradient_boosting,bridge_context,1.0,0.6187536175959869,0.5891891891891892,0.60431654676259,0.6990990990990991,0.7257194244604317,0.7441441441441441,0.7715827338129496
0,logistic_regression_balanced/all/blend0.00,logistic_regression_balanced,all,0.0,0.47520740883658114,0.44504504504504505,0.4694244604316547,0.6270270270270271,0.6636690647482014,0.7441441441441441,0.7715827338129496
0,logistic_regression_balanced/all/blend0.25,logistic_regression_balanced,all,0.25,0.5828670654061354,0.5504504504504505,0.5764388489208633,0.6981981981981982,0.7257194244604317,0.7441441441441441,0.7715827338129496
0,logistic_regression_balanced/all/blend0.50,logistic_regression_balanced,all,0.5,0.6228053251012927,0.5972972972972973,0.6223021582733813,0.7099099099099099,0.7365107913669064,0.7441441441441441,0.7715827338129496
0,logistic_regression_balanced/all/blend0.75,logistic_regression_balanced,all,0.75,0.639012155122516,0.6126126126126126,0.6330935251798561,0.7072072072072072,0.737410071942446,0.7441441441441441,0.7715827338129496
0,logistic_regression_balanced/all/blend1.00,logistic_regression_balanced,all,1.0,0.6446073702488906,0.6207207207207207,0.6411870503597122,0.7126126126126127,0.7392086330935251,0.7441441441441441,0.7715827338129496
